word,Late_Edmund_Burke,Late_Fanny_Burney,Late_Edward_Gibbon,Late_Oliver_Goldsmith,Shakespeare1,Early_Francis_Bacon,Shakespeare2,Early_Christopher_Marlowe,Shakespeare3,Shakespeare4,Late_Samuel_Johnson,Shakespeare5,Early_Edmund_Spenser,Early_Ben_Jonson,Early_John_Donne
equestrian,0.0,0.0,0.00014409033153875374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
equinox,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
equivocal,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eradicate,0.0,0.0,3.929736314693284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eradicated,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erase,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erases,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erdaviraph,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erecting,0.0,0.0,2.6198242097955228e-05,0.0,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.0
eruption,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.885191610156126e-05,0.0,0.0,0.0
erymanthus,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
espoused,0.0,0.0,3.929736314693284e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
essenians,0.0,0.0,3.929736314693284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
establishes,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethiopia,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etruria,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etruscan,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etruscans,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etymologies,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euboea,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euboic,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euclid,0.0,0.0,1.3099121048977614e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euphrates,0.0,0.0,0.0004846674788121717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euripides,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,4.5892611289582376e-05,0.0
europeans,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eusebius,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eutropius,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euxine,0.0,0.0,0.0002619824209795523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evangelic,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evangelical,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evaporates,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evenge,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
everlasting,0.0,0.0,2.6198242097955228e-05,4.600239212439047e-05,0.0,7.041096533433474e-05,0.0,9.528346831824679e-05,9.805844283192783e-05,0.0,0.0,7.885191610156126e-05,0.0,4.5892611289582376e-05,0.0004678727386150967
evidenceand,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evidences,0.0,0.0,1.3099121048977614e-05,4.600239212439047e-05,0.0,0.0,0.0,0.0,0.0,0.00010349824052991099,0.0,0.0,0.0,0.0,3.898939488459139e-05
evince,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.0
evinces,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exactitude,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exalt,0.0,0.0,5.2396484195910455e-05,0.0,0.0,2.347032177811158e-05,8.517887563884156e-05,0.0,0.0,0.0,0.00024313153415998054,0.0,0.0,4.5892611289582376e-05,3.898939488459139e-05
exalting,0.0,0.0,1.3099121048977614e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,0.0,7.797878976918278e-05
exasperate,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exceeds,0.0,0.0,2.6198242097955228e-05,0.0,0.0,4.694064355622316e-05,0.0,9.528346831824679e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exchanging,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exclaims,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.00019056693663649358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exclusiveness,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
excommunication,0.0,0.0,3.929736314693284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.797878976918278e-05
excommunications,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
excursions,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
excusable,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
excusing,0.0,0.0,1.3099121048977614e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
execration,0.0,0.0,1.3099121048977614e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.178522257916475e-05,0.0
executioner,0.0,0.0,3.929736314693284e-05,9.200478424878094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,3.898939488459139e-05
executioners,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011696818465377417
exercises,0.0,0.0,0.00011789208944079852,0.0,0.0,7.041096533433474e-05,0.0,0.0,0.0,0.00010349824052991099,0.00012156576707999027,7.885191610156126e-05,9.583133684714902e-05,4.5892611289582376e-05,0.00011696818465377417
exhibiting,0.0,0.0,1.3099121048977614e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.00024313153415998054,0.0,0.0,0.0,0.0
exhorting,0.0,0.0,1.3099121048977614e-05,4.600239212439047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exiled,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.178522257916475e-05,0.0
exiles,0.0,0.0,5.2396484195910455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exorcist,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exorcists,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expand,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expands,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expatiate,0.0,0.0,2.6198242097955228e-05,9.200478424878094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expel,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,9.528346831824679e-05,0.0,0.0,0.0,7.885191610156126e-05,9.583133684714902e-05,4.5892611289582376e-05,0.0
expelling,0.0,0.0,3.929736314693284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
experiences,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expiated,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expiation,0.0,0.0,2.6198242097955228e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
expiatory,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expire,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
expiring,0.0,0.0,6.549560524488807e-05,4.600239212439047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
explicable,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exploits,0.0,0.0,0.00022268505783261944,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
explore,0.0,0.0,5.2396484195910455e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exposes,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,0.0,0.0
exposing,0.0,0.0,9.169384734284329e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,7.885191610156126e-05,0.0,0.0,0.0
exposition,0.0,0.0,2.6198242097955228e-05,0.0,0.0,7.041096533433474e-05,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,9.583133684714902e-05,0.0,0.0
exquisitely,0.0,0.0,1.3099121048977614e-05,9.200478424878094e-05,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.00024313153415998054,0.0,0.0,0.0,0.0
extant,0.0,0.0,0.00015718945258773136,0.0,0.0,4.694064355622316e-05,0.0,0.0,9.805844283192783e-05,0.0,0.00012156576707999027,7.885191610156126e-05,0.0,4.5892611289582376e-05,3.898939488459139e-05
exterminated,0.0,0.0,3.929736314693284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extinguishingthe,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extorting,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,9.528346831824679e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extraction,0.0,0.0,0.00020958593678364182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.0
extravagancies,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,0.0,0.0
exulted,0.0,0.0,1.3099121048977614e-05,4.600239212439047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eyebrows,0.0,0.0,1.3099121048977614e-05,4.600239212439047e-05,0.0,0.0,0.0,0.0,0.0,0.00020699648105982198,0.0,0.0,0.0,0.0,0.0
ezra,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.0
fable,0.0,0.0,5.2396484195910455e-05,0.0001380071763731714,0.0,0.0015725115591334758,0.0,0.0,0.0,0.0,0.0009725261366399222,0.0,9.583133684714902e-05,9.178522257916475e-05,0.0
fabled,0.0,0.0,1.3099121048977614e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fables,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.00089187222756824,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,4.5892611289582376e-05,0.0
fabricius,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
facilitated,0.0,0.0,2.6198242097955228e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
factitious,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fadilla,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faintest,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fainting,0.0,0.0,6.549560524488807e-05,9.200478424878094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.583133684714902e-05,0.0,3.898939488459139e-05
faintness,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011696818465377417
fairer,0.0,0.0,2.6198242097955228e-05,0.0,0.00010281719103434094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.583133684714902e-05,0.0,3.898939488459139e-05
falco,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falconius,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fallow,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,9.805844283192783e-05,0.0,0.0,0.0,0.0,0.0,0.0
famines,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fanatic,0.0,0.0,2.6198242097955228e-05,0.0,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fanatics,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fanciful,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,9.178522257916475e-05,0.0
fano,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fascines,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashioned,0.0,0.0,3.929736314693284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.583133684714902e-05,4.5892611289582376e-05,3.898939488459139e-05
fashioning,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fashions,0.0,0.0,1.3099121048977614e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,0.0,3.898939488459139e-05
fasting,0.0,0.0,5.2396484195910455e-05,0.0,0.0,4.694064355622316e-05,0.0,0.0,9.805844283192783e-05,0.00020699648105982198,0.0,0.0,9.583133684714902e-05,0.0002294630564479119,0.00011696818465377417
fasts,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fates,0.0,0.0,1.3099121048977614e-05,0.0,0.0,4.694064355622316e-05,0.0,0.0,0.0,0.00010349824052991099,0.0,0.00015770383220312253,0.0,4.5892611289582376e-05,0.0
fatherinlaw,0.0,0.0,6.549560524488807e-05,0.0,0.0,0.0,0.0,0.0,0.00019611688566385565,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.00011696818465377417
faunus,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fausta,0.0,0.0,3.929736314693284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faustina,0.0,0.0,5.2396484195910455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fderative,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fearlessly,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fearlessness,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fecundity,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feebly,0.0,0.0,3.929736314693284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feigned,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.00014082193066866948,0.0,0.0,0.0,0.0,0.00024313153415998054,0.0,9.583133684714902e-05,4.5892611289582376e-05,0.0
felicissimus,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fellowcountrymen,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fellowlaborer,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fellowsoldier,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fellowsoldiers,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.00019611688566385565,0.0,0.0,0.0,0.0,0.0,0.0
fence,0.0,0.0,1.3099121048977614e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0002941753284957835,0.0,0.0,0.0,0.0,0.0,0.0
ferociousness,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fertilized,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fervor,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
festival,0.0,0.0,9.169384734284329e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00010349824052991099,0.0,0.0,0.0,4.5892611289582376e-05,7.797878976918278e-05
festivals,0.0,0.0,0.00013099121048977614,4.600239212439047e-05,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
festivity,0.0,0.0,3.929736314693284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feuds,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fewit,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fez,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fictions,0.0,0.0,6.549560524488807e-05,0.0,0.0,9.388128711244632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fictitious,0.0,0.0,5.2396484195910455e-05,9.200478424878094e-05,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.00012156576707999027,0.0,0.0,0.0,0.0
fiefs,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiercer,0.0,0.0,6.549560524488807e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiercest,0.0,0.0,7.859472629386568e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiftieth,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
fiftyeight,0.0,0.0,1.3099121048977614e-05,0.0,0.0,7.041096533433474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiftyfive,0.0,0.0,5.2396484195910455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiftyfour,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiftynine,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiftysixth,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiftythree,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fights,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898939488459139e-05
figurative,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015595757953836556
files,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fillet,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fineness,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.583133684714902e-05,0.0,0.0
fingal,0.0,0.0,3.929736314693284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finland,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firearms,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firmus,0.0,0.0,5.2396484195910455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fish,0.0,0.0,1.3099121048977614e-05,0.0,0.0012338062924120913,2.347032177811158e-05,8.517887563884156e-05,0.0,0.0,0.000310494721589733,0.0,0.00015770383220312253,9.583133684714902e-05,0.0001835704451583295,0.00015595757953836556
fisherman,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fishermen,0.0,0.0,2.6198242097955228e-05,0.0,0.0,2.347032177811158e-05,8.517887563884156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fishing,0.0,0.0,1.3099121048977614e-05,0.0,0.0,2.347032177811158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flaminian,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flanked,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flanks,0.0,0.0,5.2396484195910455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flashes,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,8.517887563884156e-05,0.0,0.0,0.0,0.0,7.885191610156126e-05,0.0,0.0,3.898939488459139e-05
flat,0.0,0.0,2.6198242097955228e-05,0.0,0.00020563438206868187,7.041096533433474e-05,8.517887563884156e-05,9.528346831824679e-05,0.00019611688566385565,0.0,0.00012156576707999027,0.00023655574830468382,9.583133684714902e-05,9.178522257916475e-05,0.00011696818465377417
flatbottomed,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flavian,0.0,0.0,2.6198242097955228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flavius,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flavor,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flax,0.0,0.0,1.3099121048977614e-05,0.0,0.0,0.0,8.517887563884156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fleet,0.0,0.0,0.00036677538937137315,0.0,0.00030845157310302283,0.00014082193066866948,0.0,0.00028585040495474035,0.0,0.0,0.0,0.0,0.0,4.5892611289582376e-05,0.0
